Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,691,4,T:System.Drawing.Drawing2D.SmoothingMode,,,,,graphics.SmoothingMode = System.Drawing.Drawing2D.SmoothingMode.AntiAlias;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,691,4,P:System.Drawing.Graphics.SmoothingMode,,,,,graphics.SmoothingMode = System.Drawing.Drawing2D.SmoothingMode.AntiAlias;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,690,4,T:System.Drawing.Graphics,,,,,Graphics graphics = Graphics.FromImage(bm);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,690,4,T:System.Drawing.Graphics,,,,,Graphics graphics = Graphics.FromImage(bm);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,690,4,M:System.Drawing.Graphics.FromImage(System.Drawing.Image),,,,,Graphics graphics = Graphics.FromImage(bm);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,689,4,P:System.Windows.Forms.Control.Height,,,,,"pMainFrame.DrawToBitmap(bm, new Rectangle(0, 0, pMainFrame.Width, pMainFrame.Height));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,689,4,P:System.Windows.Forms.Control.Width,,,,,"pMainFrame.DrawToBitmap(bm, new Rectangle(0, 0, pMainFrame.Width, pMainFrame.Height));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,689,4,"M:System.Windows.Forms.Control.DrawToBitmap(System.Drawing.Bitmap,System.Drawing.Rectangle)",,,,,"pMainFrame.DrawToBitmap(bm, new Rectangle(0, 0, pMainFrame.Width, pMainFrame.Height));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,686,4,T:System.Drawing.Imaging.PixelFormat,,,,,"Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,animation\animation\Animation.csproj,File,animation\animation\AnimatedPlot.cs,686,4,T:System.Drawing.Imaging.PixelFormat,,,,,"Bitmap bm = new Bitmap(pMainFrame.Width, pMainFrame.Height  									, System.Drawing.Imaging.PixelFormat.Format32bppRgb);"
